Negative,"﻿ والله الحياة كلها بتخزي بدونكم 
"
Negative,"نار جهنم تاخدو
"
Negative," وقّـف قلبو لحسن الشافعي 
"
Negative,"فعلا الطاقة الشمسية هي البديل وليست النووية لان حتى الدول المتقدمة صارت تتخلص من النووي وتتجة للطاقة البديلة وخصوصا احنا الاردن بلد مشمس عالطول السنة والكلفة ما اتوقع اكثر من الطاقة النووية
"
Negative," انسان غريب 
"
Negative," حثاله على حثاله والحثاله انظف منهم
"
Negative,"يا امة ضحكت من جهلها الامم
"
Negative," الرابع سكران
"
Negative," حالات مرضية نفسية مستعصية لا يستطيع شفائها لا العلم و لا الفن 
"
Negative," كل النسخ العربية والجنبيى كله تمثيل في تمثيل مسخره وعقول تاقهة
"
Negative," الحق مش على لجنة التحكيم الحق على الاغبيه المشتركين
"
Negative,"﻿ أنوا ا ا ا ا ا ا اع الشماته هالكلبا 
"
Negative," ضيعت 7 دقايق من عمري بمشاهدة ازنخ و اتفه شخص بالحياة الا و هو اللي بالنص و لا حتى بعرف اسمه
"
Negative," بالله يا شباب وش رايكم بالاشكال هذه هل تتوقعون اهلهم كارهينهم والناس تجي لاهاليهم وتقول لهم حرام عليكم هذول من دمكم 
"
Negative,"﻿ وش هالتحف والله مساكين ماكلين مقلب بقوه 
"
Negative,"﻿ دمرني النصاني هودعيك يربي بطني
"
Negative," والله كذب من سوبر ستار القذر هذاا
"
Negative,"﻿ بكتب ع اوراق الشجر يقول موهبتي وانا صغير الله يسامح اللي كاذب عليه
"
Negative," ليش تتضحكو مش حللللوو
"
Negative,"  فضحتونا من وين نحنا بال48 عنا برامج هيك تافها ومخمجي
"
Negative,"﻿ يمكن جايين سكارى ويغنون !
"
Negative," والله تحشيش
"
Negative," الثالث لاتعليق
"
Negative,"﻿ سخيفه ب قوووه
"
Negative,"كلاب بتعوي
"
Negative,"البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي ""كما اعلنت هيئة الطاقة"" يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل
"
Negative," وجه حسن عزااب
"
Negative,"﻿ بطني وجعتني من الضحك
"
Negative,"كـلمـة حـبـ عـجـبـتـنـى جـيـتـ آقــؤلهـآ جــرحـتـنـى
"
Negative,"تنظرون لا الشام يقتلون بدم بارد .
"
Negative,"بعدك ماشفت اشي
"
Negative,"شو يعني بدك ايانا نحكي من وراكي مش حلوة 
"
Negative,"وسدئيني انكووو كلاب 
"
Negative,"رائعة الحَرف نَقية المَعنى
"
Negative,"﻿يمكن امركا والصين الي بتحكي عنها مساحتها قد الأردن بمية مرة يعني لو صار تسرب نووي او اي مشكلة بتنحل اما الأردن اي مشكلة بتاثر على البلد كلها بعدين احنا حكومتنا خلصة كل أنواع التطور و ضايل عليها بس تعمل برنامج نووي و بتصير زي امريكا و بجوز يعطوها حق النقض
"
Negative," هههههههههههههههههههه وهابي عفن ومكبوت تفكيرك محصور بين فخذيك فقط لاغير. الجنة اللتي ستدخلها أنت لا أريد دخولها، جهنم أشرفلي وأهون علي من أن أكون مع أحد الوهابيين المنحطين لواطيي الأطفال
"
Negative,"﻿الله وكيلك مشحطط اهل دابوق و دير غبار و عبدون و منعم على الفقراء 
"
Negative,"احنا بنتهاوش مع الكتب  
"
Negative," جزمتي و الا اقولك اسفل جزمتي الثورة في سوريا ما اشعلها الا الوهابيين اللي هم السلفيين 
"
Negative,"اللي موافق عالمفاعل يبنيه جنب داره ... ما يسطح الواحد غير المتحذلقين اللي يخلوا حالهم مثل ابو العريف ما حد يفهم غيرهم .... رابع افقر دوله في العالم في المياه وتبنى مفاعل نووي !!! استنوا لما يطورو مفاعلات نووية صحراوية وبعدين اشطحوا
"
Negative,"﻿عمدا فيهم ما نستعمل التدفئة و نلبس فروه
"
Negative,"﻿اي تقدم اي ازدهار مفاعل النووية بعمل الامراض كثير اهم السرطان الله يبعده عنها و انا معهم رفض المفاعل النووية
"
Negative,"﻿ 58 ثانية كأنه جورج وسوف وهو في الحمام معه اسهــــــــــال تكرمون جميعاااااااااااً 
"
Negative," وين القناه التافة الى تعرض هذول المعاتية صحيح نحن في انحطاط
"
Negative," عاهاتك يا وطنعاهاتك يا وطن
"
Negative," كأنهم خرفان العيد عند المسلخ
"
Negative,"﻿الاردن فيه طاقة شمسية بتغنينا عن استخدام المفاعلات ،،، تخيلو معي الطريق بين عمان و العقبة كلها ارض فاضية و صحرا منقدر نستغلها في بناء خلايا شمسية ،،،، احنا مش ضد انا نتطور و لكن الدول ""المتطورة"" عم بتخلو عن الطاقة النووية اللي رافقها مشاكل صحية و بيئية عديدة و عم بسبتدلوها بالطاقة المتجددة ،،، طاقة نظيفة و غير مكلفة
"
Negative," ياخي برنامج السامج
"
Negative,"﻿يجب وضع كل من تسول له نفسة مجرد ان يعمل اي تصرف لا يليق بالاردن ان يسجن و يسجن شىء مخزي شوية همل و زعران يخربوا الجامعات و سمعة البلد 
"
Negative," يلعن ابو التفاهه
"
Negative,"﻿عادي محنا اتعودنا على الرفع من يوم يومنا و احنا ما بنعرف غير الرفع همه برفعو و نحنا بندفع و على حسابنا
"
Negative," سخافه بكل ماتحوي الكلمه من معنى
"
Negative,"﻿بعدين الاردن تسبح على بحر من النفط و الصخر الزيتي اشتغلو فيه بالاول بيكفينا 100 سنه
"
Negative,"الدول المتقدمة الان تتجه لستخدام الطاقة المتجدده لانها اقل كلفة وليس لها مخاطر على البيئة والانسان ونحن الان نعاني من ضائقة مالية كبيرة وشحة مياه شديدة وكلنا يعلم مدى حاجة المفاعل للمياه اذكركم فقط بما حدث في اليابان وهي الدولة الاكثر تطور في مجال التكنولوجيا وهي عبارة عن جزر وكذلك كم أثر علينا المفاعل النووي الاسرائيلي وحالات السرطان المنتشرة ولو لاحظنا التشوهات الخلقية الاكثر في جنوب البلاد
"
Negative," أما وهابيتك فحدث ولا حرج الناس يقادون إلى المساجد غصباً ويجلدون كالأبقار إن هم أبوا
"
Negative,"﻿حسبنا الله و نعم الوكيل فيكم و في مجلس النواب الحالي و الذي لا يمثل الشعب الاردني فهم غير سأئلين عن الشعب يبحثون عن مناصب وزاريه و رواتب خياليه بينما المواطن الاردني طفح الكيل معه و اصبح لا يطيق الحياه 
"
Negative,"نعم! مصر عايزه راجل مش واحد وسخ بيقرف
"
Negative,"الله يلعنو
"
Negative,"﻿وانا 100% بس شكلها هاي مو مدرسة 
"
Negative,"هعهعهع مش حلو
"
Negative,"علي الطﻻق الي في رجلك يا حجه بتسوى كل سﻻح العرب لمعفن
"
Negative," وش التخلف هذا 
"
Negative," ههههههه والله صدقتي همة اصعب شئ الستين سنة الاوليات
"
Negative,"ههههههههههههههههههههه مهيه خربانه ان شاء الله يعملو مفاعل قرد بطلت تفرق
"
Negative," يا دم امك الرخم 
"
Negative,"﻿ متسمم فكره الولد وصارت حالته صعبه ياحنين انت
"
Negative,"هههههههههههههههههههههههههههههه ... لا نووي ولا صوبة بواري ... كالعاده نصبه جديده
"
Negative," برنامج معوق ومشاركين معوقين:)
"
Negative," عالم فاضيه بيسموا الغناء فن بيشغلوا الناس
"
Negative," البرنامج فاشل جدا
"
Negative," لجنة تاااافهة
"
Negative," محششين خخخخ
"
Negative," ابو الشباب راعي العود ليش ماوزنه في البيت غباء
"
Negative," مين معو دوا للصراصير جد لازمهم رش مبيد حشري للقضاء على هيك حالات متخلفة 
"
Negative," وش يحسووون فيه ناس مهبل
"
Negative," وربي عآإهات مستعصيه
"
Negative," دار الزمن وصار الوسط الفني كله نفس ذي العاهات ووضحكو هما علينا
"
Negative," مش عارف كيف اهلهم سمحولهم يقدمو في البرنامج هادول شغل بطون
"
Negative," ثقيلين دم كثير
"
Negative," هما بس الى بيسعوا للغناء ده طبعا غير الاشتغالات والافلام الهندى الى احنا شفنها
"
Negative," اسخف لجنة تحكيم شفتها بحياتي
"
Negative,"﻿ رهيب حسن ... تعاالى .. تعاالى 
"
Negative,﻿الانكسار من اسوء الاشياء
Negative,"هات ناس تفهم .. والمثل بحكي اسأل مجرب ولا تسأل خبيير
"
Negative," لجنة زبالة من ....... اذا بفهمو بالفن خاصة ابو النظارات اللي مش موجود بالفيديو
"
Negative," بعين الله يا امال كلهن ستين سبعين سنه وبمضن وبتهون
"
Negative," اخييه مااسخفها تقلللد 
"
Negative,"ا عيني ع الصحبة بس اكيد وراها مصلحة
"
Negative,"اعطيه علي راسي هدا الصح ياحاجه الله اكبر
"
Negative,"انت واحد ما بتستا هل الجزمة
"
Negative,"لا تفهمي غلط حبيبتي
"
Negative,"طبعا اكيد ﻻ والف ﻻ
"
Negative,"﻿للهم خذهم اخد عزيز مقتدر فانهم لا يرحموا الضعفاء اللهم سلط عليهم عذابك فانهم ارونا الويلات 
"
Negative," هذا عدا عن عنصريتكم البغيضة وجلافتكم وعنجهيتكم الفارغة مع بقية الشعوب. 
"
Negative," صوتها عجييييييب
"
Negative,"﻿حسبنا الله و نعم الوكيل في اناس همهم تجويع الشعب
"
Negative,"﻿احنا شعب مش عارفين نبني شارع و نعمل له صيانة كيف موضوع مفاعل ما عنا خبرة فيه و كل البلاد المتقدمة بس بلشت تلغي هذا النوع من الطاقة . رحنا لجأنا له. متناسين اننا في منطقة حفرة الانهدام و عرضة للزلازل . و غير اننا عرضة للنصب من خلال الجهل و الفساد المتفاقمين عنا. و غير نسب السرطان المتزايدة بدون واسطة . و بالاخير بقولوا عنا شعب متخلف اذا رفضنا علم صعب التطبيق عنا.. و الاولى انو نراجع ادارة الموارد و الاصلاح و تقويم انفسنا لحل مشاكل الطاقة وغيرها ....
"
Negative," سوبر حمار والله هذا السوبر حما سبب في تخلفنا
"
Negative,"﻿و هكذا جنت على نفسها براقش
"
Negative," ابي اسمعهم يغنون احسهم امرض من ذولا
"
Negative," اغبياء
"
Negative,"بالله تسكتوا خلينا بحالنا بدناش مشاكل ايه
"
Negative,"﻿انا متشائم و رح اضل متشائم حتى ينزلوا البنزين
"
Negative," يخرب بيتك ما أزنخك
"
Negative,"﻿ سماجه سماجه ووالله البنانيين دمهم ثقيل مره
"
Negative,"المفاعل النووي سيحتاج لشريك استراتيجي يمتلكه او جزء كبير منه وستدفع الحكومة الأردنية ثمن الكهرباء لهذا المستثمر لذلك يوجد احتمال كبير ان ترتفع هذه الفاتورة
"
Negative,"﻿ارحمونا صرنا نصف السيارة و نطلع بالباص حرام عليكم
"
Negative," لعنكم الله جهنم وبئس المصير ايها العازفووووون 
"
Negative," مالك دين مثل الكلاب الضالة و الا اقولك مثل مومسات و عاهرات المراقص عندكن
"
Negative,"هذا لا يعني خلوها من الاشكال المصدية 
"
Negative,"﻿التقدم و الازدهار يكون مرتبط بقواعد الأمن قبل الشروع في بناء المفاعل عليكم قراءة التقارير الصادرة عن هيئة الطاقة و المخاطر التي سيجنيها الأردن جراء انشاء المفاعل يا عزيزي ديمونه انتهى عمره وسيكون المفاعل الاردني بديل في أرض ستكون مكباً للنفايات النوويةة المطلع الله
"
Negative," كسم البرامج العربية متخلفة بنت شرموطة
"
Negative,"هاد كلو كزب ياهبلة والله
"
Negative,"ما هيك بيقولوا : للأسف ما عجبت حدا . انت جاهل يا هذا . ليس هكذا تدعو الناس لقول لا اله الا الله محمد رسول الله . انت غبي يا صاحبل هذا البوست و لا تفقه شيئا من العلم و الدين . انت هيك تبين انك في قمة الجهل و العار . قل كلاما جيدا محببا و لا تتلفظ بالكلام السيئ . انما تعجبنا كلنا لو قلت انطقوا بالشهادتين يا أولي الالباب
"
Negative,﻿يا حبيبي هاي صار للرجال تنانير؟؟؟؟؟؟؟؟  تفي ع هيك رجالة
Negative,"عنجد بخزي شو هاد على حساب ازياء طلع باله
"
Negative,"حيوان وكلب الله يموتك
"
Negative," تفه عليك وع شكلك ، أول ما نشهرت طلقت زوجها ، خنزيرة 
"
Negative," شو هالغباء فضحتنا
"
Negative,"ويوجد البديل الطاقة المتجددة !
"
Negative,"ولكن كيف ان المفاعل النووي غير مضر بالبيئة فهمني ؟؟
"
Negative," خسارة فيك اسمك :
"
Negative," حكي فاضي
"
Negative," أأأأأه لو لا القرآن لقلت (إن أنكر الأصوات لهذه الأصوات)
"
Negative," يا اخوان انتبهوا الى انة اكثر المشتركين المايعين من لبنان او سوريا وهذا حالهم لان تركوا ملة الاسلام وتبعوا الميوع مع الشيطان
"
Negative," البرنامج الي بعد سوبر ستار الي يقلده دم ثقيل
"
Negative,"﻿ كسم العته البشرى 
"
Negative," ايه الهبل دا
"
Negative," هذا معوق جنة جورج وسوف
"
Negative," سخيف مره يمسخرون الواحد ومافي شي يضحك اصلا
"
Negative," سامجين بس يمسخرون المشتركين وقاحه 
"
Negative,"﻿ مجانين أحد يضحك عليك وأنتم قدامه وتكمل 
"
Negative," زهايمر وخرف وحبتين كبتاجون , ويفل على الشعب xD
"
Negative," باللـــه عليكم. ألم تستحيوا من انفسكم قبل قدومكم الى هذا البرنامج. ثم الم تعلموا ان هناك مسابقات لانكر الاصوات في قناة اخرى
"
Negative," بعضهم جايبينهم تمثيل 
"
Negative,"سلطان القرف 
"
Negative,"﻿ والله اول واحد سمعته منهم احسب سمااعتي خرباً  يابطني من الضحك والله زااااحفين
"
Negative,"هههههههه ولكو ما إحنا ميتين من دون هالوسطه
"
Negative,"خمسة مليون يوقعوا علي رفض المفاعل لانة سوف يدمر الاردن لان التقدم ياتي من خلال عدم النهب للمال العام يعني يجب وقف النهب وهذا مشروع فاشل من يومة
"
Negative," دلوع
"
Negative," بيه الزناخه
"
Negative,"سيد شوكت بحب احكيلك انو حنضل نشحد بسبب المفاعل للأسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل
"
Negative,"﻿  لااااااا وربي صوتها غلييييييظ جدا 
"
Negative,"مصر مش عايزة رئيس يحكمها . المصريين شعب مطحون عايز رئيس يحقق له مطالبه ولا يعارضه , زهقنا بقى خلاص
"
Negative," الله معكى يا حجه
"
Negative,"﻿ لا والله ما بلسه يع
"
Negative," بيخزي
"
Negative,"كلب وحقير
"
Negative,"﻿ اي والله سوبر
"
Negative,"بكفينا اللي بنشوفو من الدكاترة في الو الواحد نفس يعمل اشي منه
"
Negative," جهنم وبأس المصير
"
Negative,"هو أحنا خلينآ نخلص أم هالبرجين الللي صرلهم 16 سنة وبعدين بنفكر نعمل نووي "" سلمي "" هههه من الديسي
"
Negative,"﻿الطاقة الشمسية هي البديل و ليست النووية
"
Negative,"﻿ الظاهر اهلها مفقعين وجهها قبل ما تجي ومغطيه الفلعات 
"
Negative,"﻿لوين ندكم توصلونا و الله هموم المصاريف قتلت الصغير قبل الكبير الله ياخذ حقنا منكم و لا يباركلكم
"
Negative," طول عمري بخاااف من العوب العب
"
Negative,"﻿الاردن لا تمتلك اي الخبرات الفنيه في انشاء او صيانة او تشغيل المفاعلات النوويه ! لاردن ليس لديها سوى شهادات دكتوراة في هذا المجال نظرية بحته ! ان انشاء مفاعل نووي يعنى مقامرة كامله بمئات الملاييين و المضحك في الموضوع ان بداية المشروع ستكون انشاء مفاعل تجريبي او تعليمي يتبع لهيئة الطاقة النوويه ! اليس الاجدر بهكذا مفاعل ان يتبع لاحدى الجامعات ؟ علاوة على ان كل هيئة الطاقة تم انشأها ""رضوة"" لفلان وعلنتان ! الاولي يا سادة ان يتم طرح انشاء شركة للتنقيب عن اليورانيوم وبيعه و لتصبح الاردن دولة مصدرة لهذه المادة . امر اخر كثر الحديث مؤخرا عن انه يوجد في الاردن بترول و بكميات على الاقل تكفي استهلكنا المحلي !!
"
Negative,"﻿ العالم العربي متروس عاهات 
"
Negative,"انا بكرهك 
"
Negative,"﻿ .. مسخرة
"
Negative," يلعن ام اللي باخر المقطع حق عدوله يا هو ثقيل دم
"
Negative,"﻿عاهات 
"
Negative,"من اين لنا المياه لتبريد المفاعل النووي فهو يحتاج الى نصف مليون مترا مكعبا من المياه لتبريده سنويا على الاقل والقاصي والداني يعرف اننا في بلد يعاني من شحة المياه اما كعلوم ومعرفة بالعلوم النووية والطاقة فانا احب ان يتعلمها المتعلمين في بلادنا بدءا من جدول مندلييف للعناصر مرورا ب العناصر المشعة ونظرية اينشتاين للطاقة ونظريات الفيزياء الكمية والبحث في عمر البروتون والنيوترينو والكواركات واللبتونات والuncertainty principle والنظائر المشعة وتفتيت الذرة واشعة جاما وبيتا والفا والراديوم والبلوتونيوم والبروتونات وكافة النظريات بما فيها انواع المفاعلات النووية وتجارب الامم فيها مثل اليابان والمانيا وروسيا وفرنسا وامريكا وللعلم فقط انها علوم نظريا سهلة وبسيطة ويستطيع فهمها حتى الانسان ذو الخلفية والرغبة العلمية وعلى جميع او على الاقل جزء من علمائنا ان يقرروا المسار الذي يجب ان نسلكه ونسير فيه بهذا الخصوص بموازنة المخاطر والمكاسب وبعدها وعلى اساس النتيجة والفائدة الواضحة يتم الاعتماد لقرارهم ان كان سلبا ام ايجابا
"
Negative," هدا ماهو عقل هدا تخلوف 
"
Negative,"مشان الله حد يعمله هوشة بدنا نعطللنا شوي
"
Negative,"﻿بلد يديرها اغبياء و حراميه
"
Negative," سوريا تعرضت لمؤامرة والامر المحزن ان ولاد سوريا انزلقو فالمؤامرة هاذي والشنيعة
"
Negative,"﻿المفاعل النووي سيحتاج لشريك استراتيجي يمتلكه او جزء كبير منه و ستدفع الحكومة الأردنية ثمن الكهرباء لهذا المستثمر لذلك يوجد احتمال كبير ان ترتفع هذه الفاتورة
"
Negative,"اوقف القرار للحفاظ على الوطن
"
Negative,"للأسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي ""كما اعلنت هيئة الطاقة"" يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل
"
Negative,"جنييه
"
Negative,"﻿مع مين بتحكي بتول انشالله مع حالك 
"
Negative,"تسلم صرمايتك
"
Negative," اه يا ابو القمل
"
Negative,"ما شاء الله العطلة مأثر عليكوا كتير صبايا الكل بحكي حبيبتي وحبي وبلمدرسة كل واحد بكشر من جهة
"
Negative,"لا احدالاخوة
"
Negative," راغب يجنن
"
Negative,"مش النووي (ان صار وما اظنش اسرائيل تسمح باقامته بهالسهولة) هو اللي بيعني انو احنا متطورين او متقدمين!
"
Negative,"والله انك ما زلية يا شيخ اكيد مدفوعله من تحت ل تحت
"
Negative," هبله
"
Negative," مهزلة
"
Negative," هي فلسطين راحت من قليل يا ولاد المخنثة لعنة الله عليكم فظحتونا..
"
Negative," تأثير الغرب مبين على العرب المجانين
"
Negative," والله هبل في هبل
"
Negative," ودي اكسر الابتوب على راسه ..
"
Negative," والله تحشيش
"
Negative," على فكره المعلقين هدول ولاد حرام
"
Negative," السلام عليكم الحقيقه انا لا اعرف شو وقاحة هاي اللجنه المشترك يعطي ما عنده من مواهب هذا ما عنده وهم يعطون ما عندهمما 
"
Negative," وش جابني هنا ثقيلين دم
"
Negative,"﻿ تافهين جدا
"
Negative," ولو هو انسان وعنده احاسيس ممكن من هالموقف اللي الكل يشوفه يتعقد هالإنسان من حياته كلها
"
Negative," واضح جدا إن أغلب الناس هاي عندها مشاكل نفسيه
"
Negative," شكلك احول ... موب حوله ..
"
Negative," اخر واحد اش فيه؟ مجنون؟؟ المفرووض اللجنة تمنع المجانين
"
Negative,"﻿ اكدب عليك انت منو اللي كاذب عليك
"
Negative,"المشكلة في ناس تقنع حالها أنه جورج وسوف له علاقة بالأغاني  
"
Negative," يضحكون و م شاففوا انفسهم ، لو قلنا غنوا جابوا الععيد فالحين بس في الظرافةة هـ الشيبان
"
Negative,"﻿ياخسارة العروبة فيك
"
Negative,"يلي مكتوب على الجبين بتشوفوا العين ( يعني اذا ناوين على النووي ما راح يفيد المليون توقيع مو الف توقيع مع الاحترام الشديد)
"
Negative," مجانين العرب
"
Negative,"﻿ وانت اسكت لا تتحطم 
"
Negative," وانا مع انو الطاقة الشمسية هي البديل!
"
Negative,"نحن في زمن يهان فيه المرء ويكرم فيه الكلب 
"
Negative,"ياحيوان ماشي ريال مدريد
"
Negative,"احلى زبالة  بوجهك
"
Negative,"هع  بدها بس تعلق التعليقات الزنخة
"
Negative,"ايوه بالصرمة عراسه
"
Negative,"ما حد بيتحكم فيي
"
Negative,"﻿يعني بكل وضوح بدكوا تذلوا الشعب الأردني و تخلوه كل 4 شهور يصف طابور عشان يوخدلوا اكمن ليرة 
"
Negative,"بني البرنامج النووي الأردني على عدة تصورات خاطئة بشكل خطير تتعلق بالتكنولوجيا, الاقتصاد, الترتيبات التجارية, ملاءمة منظومة الكهرباء الأردنية. وفقر المياه وموقع الأردن الجغرافي وظروفه السياسية وحجم شبكة الكهرباء فيها كلها عوامل تقود إلى مشاكل إضافية خطيرة
"
Negative," تكالبت عليه الكلاب ولم تسمح له بالبروز بعد البرنامج
"
Negative,"﻿لو يبطلو سرقه بهالخزينه و الله الشعب ليعيش و لكو ارحمونا حرام عليكم
"
Negative,"للأسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي ""كما اعلنت هيئة الطاقة"" يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل
"
Negative,"﻿يا اخوان ... مش عارف ليش النووي و احنا عندنا النووي الطبيعي ...شمس ورياح ( نسبة سطوع الشمس بالمملكه على مدار العام 290 يوم من 365 يوم ) وعندنا بالاردن اذا خط ماء بينضرب بيقعدوا اسبوع الى 4 اسابيع لما يصلحوه ,,, ايش بده يصير فينا بكره مع النووي ... بالاضافه الى انه ما عندنا ماء نشرب ... من وين بدنا نجيب للتبريد ... الله يهديهم
"
Negative,"﻿ليش الطلاب فاضين يعملو مشاكل فاضين للدراسه يعني ما عندهم وقت فراغ للمشاكل
"
Negative," سخافه مالها حدود
"
Negative,"﻿ سخافه
"
Negative," الله يلعن امك وش ها القرف
"
Negative," زماان المطربيين اللى غنو لهم المعاتيه دول ولعو فى مقابرهم وبيعيطو بدل الدموع دم على تراثهم اللى راح 
"
Negative," اهل العقول براحة ام نسيانك يابو نسيان صعب والله صعب
"
Negative," لا حول ولا قوة اللا بالله العظيم ،لم أكن أعلم ان نسبة ذكاء العرب منخفضه جدا الى هذا الحد
"
Negative,"﻿و الله انكو ما بتخافو الله
"
Negative," صج معوق
"
Negative," تاااااافهين
"
Negative," فعلا اللي بيســتحوا ماتوا 
"
Negative,"﻿لا يوجد كفائات بالأردن قادرة على ادارة هكذا مشروع , أنو تقدم و أنو ازدهار! العالم كلو ببعد عن النووي الا طوقان , شوفو اليابان الكارثة الصارت فيها لو اتصير بالأردن البلد رايحا تتدمر و جيرانها كمان , وهسا متأكد 100 فلسفجي راح يجي يحكيلي عن كفائات البلد, دخيلكو وينها اذا شوارع ما ابنعرف نبني راح يبنو مفاعل!!!!!!!!
"
Negative," المشاركين بينو للناس انه اللى قايمين على البرنامج حمير
"
Negative," عذبت ام العود
"
Negative,"﻿حسبنا الله و نعم الوكيل فيكوا
"
Negative,"شو هاض المنشور الوسخ 
"
Negative,"هو فى حد اساسا لسه بيتابع البت دي هاي عنجد بتقرف
"
Negative,"
"
Negative,"""رعب وخوف عاوجهك ياجبان ...
"
Negative,"نادرا ما بتصير لو انه الشعب بتطور وبيتعلم مع الوقت
"
Negative,"شغل مشغول قرف يع
"
Negative,"فانا اناشد الحكومة الاردنية بألافراج عن اسرى السلفيين التوحيدين الموجودين في سجونهم
"
Negative,"شفتها اقول وشذا الكيك*&^
"
Negative," كافر ملعون جهنم باذن اللة
"
Negative,"اهبل ولك 
"
Negative," ليش هيك معجبين على الاردني
"
Negative,﻿ طول عمرك تخاف من الحب أجل 
Negative,"للبرنامج التافه الي يسمح لهذا الشي
"
Negative," لا مو حقودين ولا شي , بس الحق يقال ان الكوميديا مو حلوة على الشاميين
"
Negative," لالا بس اغلبهم داريين بس يقولها استعباط ورفع ضعط خذها مني
"
Negative,"﻿  الله يلعنكم يا اولاد الحرام الفن له اهله وناسه لا يحتاج لا مسابقة ولا زبي تفو
"
Negative," والله لو طلبوا مين اللي عندو قلب قوي ١٠٠ متر للجري مايتقدم ولا حمار عربي 
"
